candidate_id	key	scope	path_prefix	source_text	candidate_cn	status	authority	weight	selected	source_file	source_line	source_batch	source_commit	evidence
818c3524b0c94b4edee137a4	fragment:56913961088e29ab5777	fragment	template/gacha/GachaTop.html	"<span class='c_pink'><%='<%= model.userUseItem.item.name %\\>'%></span>を<span class='c_pink'><%='<%= (model.userUseItem.subItemFlag) ? ""1"" : model.needQuantity %\\>'%><%='<%= model.userUseItem.item.unit %\\>'%></span>使用<span class='c_pink'><%='<%= displayTitle %\\>'%></span>进行中。"	"使用<span class='c_pink'><%='<%= (model.userUseItem.subItemFlag) ? ""1"" : model.needQuantity %\\>'%><%='<%= model.userUseItem.item.unit %\\>'%></span><span class='c_pink'><%='<%= model.userUseItem.item.name %\\>'%></span>进行<span class='c_pink'><%='<%= displayTitle %\\>'%></span>。"	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	23	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
122a686ee9ab1526fc3ba234	fragment:5a414e51e33da5ee41a3	fragment	template/campaign/box_gacha/CampaignBoxGachaTop.html	<span class='c_pink'>\n\t\t<%='<%= gachaModel.useItem.name %\\>'%>\n\t</span>を\n\t<span class='c_pink'>\n\t\t<%='<%= model.needQuantity %\\>'%><%='<%= gachaModel.useItem.unit %\\>'%>\n\t</span>使用\n\t<span class='c_pink'>\n\t\t<%='<%= model.gachaCount %\\>'%>次扭蛋\n\t</span>开抽。	使用<span class='c_pink'>\n\t\t<%='<%= model.needQuantity %\\>'%><%='<%= gachaModel.useItem.unit %\\>'%>\n\t</span><span class='c_pink'>\n\t\t<%='<%= gachaModel.useItem.name %\\>'%>\n\t</span>开抽<span class='c_pink'>\n\t\t<%='<%= model.gachaCount %\\>'%>次扭蛋\n\t</span>。	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	22	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
ac5e2560739c25efd68a23da	fragment:621264f8fe486552e113	fragment	template/event/EventArenaRankMatch/parts/CoolTimePopup.html	<span class='c_pink'>魔法石</span>を<span class='c_pink'><%= model.recoverNeedNum %>个</span>使用	使用<span class='c_pink'><%= model.recoverNeedNum %>个</span><span class='c_pink'>魔法石</span>	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	26	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
d898bb14a2ec252e6e316cfd	fragment:a8c8b693715d1fa1115b	fragment	template/campaign/box_gacha/CampaignBoxGachaTop.html	<span class='c_pink'>\n\t\t<%='<%= gachaModel.useItem.name %\\>'%>\n\t</span>を\n\t<span class='c_pink'>\n\t\t<%='<%= model.needQuantity %\\>'%><%='<%= gachaModel.useItem.unit %\\>'%>\n\t</span>使用\n\t<span class='c_pink'>\n\t\t<%='<%= model.displayTitle %\\>'%>\n\t</span>进行中。	使用<span class='c_pink'>\n\t\t<%='<%= model.needQuantity %\\>'%><%='<%= gachaModel.useItem.unit %\\>'%>\n\t</span><span class='c_pink'>\n\t\t<%='<%= gachaModel.useItem.name %\\>'%>\n\t</span>进行<span class='c_pink'>\n\t\t<%='<%= model.displayTitle %\\>'%>\n\t</span>。	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	21	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
22f5f26e0ae24f081bac495a	fragment:bec10422d5ddf94c6c9d	fragment	template/event/EventArenaRankMatch/parts/AttackCountItemPopup.html	<span class='c_pink'><%= model.attackCountInfo.itemName %></span>を<span class='c_pink'>1张</span>使用<br> 镜界排位赛的对战次数<span class='c_pink'>1次</span>可以回复。	使用<span class='c_pink'>1张</span><span class='c_pink'><%= model.attackCountInfo.itemName %></span><br> 即可回复<span class='c_pink'>1次</span>镜界排位赛的对战次数。	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	24	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
c60449f00e5808817a945f37	fragment:c3ae6b766da70340f426	fragment	js/event/EventArenaRankMatch/Utility.js	"+c+""が""+a+l+e"	+c+a+e+l	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	27	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
396e7b2bda3e22c6ecb02abf	fragment:e1a15b5f0e67af9800d5	fragment	template/event/EventArenaRankMatch/parts/AttackCountPopup.html	<span class='c_pink'>魔法石</span>を<span class='c_pink'><%= model.attackCountInfo.recoverNeedNum %>个</span>使用<br> 镜界排位赛的对战次数<span class='c_pink'><%= model.attackCountInfo.numMax %>次</span>即将回复。	使用<span class='c_pink'><%= model.attackCountInfo.recoverNeedNum %>个</span><span class='c_pink'>魔法石</span><br> 即可回复<span class='c_pink'><%= model.attackCountInfo.numMax %>次</span>镜界排位赛的对战次数。	present	legacy_unverified_ai_assisted	200	true	i18n/fragments.tsv	25	legacy-unverified-mixed-patch		path-specific human/model patch without per-entry review provenance
7da04344edc567fc3c2a7211	global:000544aff5b3740b189b	global		サスペンド	暂停	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1414	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
d53bde6796dbcc24f0ef5667	global:0034b30d190c992bbfb8	global		攻撃成功回数	攻击成功次数	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1379	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
f5659ba511ceeecea9e8b855	global:0065ddfab4a081a6f5ae	global		ガチャ提供一覧	扭蛋提供一览	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	436	pass21-user-directed-machine-suggestion		legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
ad0557f5886bf06f84262beb	global:0067bf2a8ae25d348b6f	global		次の回復まで&nbsp;	距离下次回复&nbsp;	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	268	legacy-claude-ai-assisted	a2fe8becd5d57b825b631fc0f058bf624d7d5e1f	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
4a68a66f0a0e39cb7fb059ff	global:00be595f0acb420e6b85	global		まで&nbsp;▼	为止&nbsp;▼	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1227	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
a99409b0a862cb8f448bf74e	global:00e811927af559fce350	global		期間外のため\\x3cbr\\x3e対象のアイテムを購入することはできません	不在期间内,\\x3cbr\\x3e无法购买该道具	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1054	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
573b30e3e38ce7bc1fa5541b	global:012bbe7f451586c1e1f4	global		ターゲットは3枚のディスクを選択する際に@毎回変更することができます	选择3枚行动盘时@每次都可以变更攻击目标	present	official_cn_dump	500	true	i18n/reviewed-candidates.tsv	50	official-cn-static-pass20-20260815		LOW-MT-01887; official and JP trees share js/_common/nativeCommand.js; rejected ambiguous alignments are recorded in the Pass20 review table; locator=D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/_common/nativeCommand.js#nativeCommand ordered object; source_sha256=b4fcf7e4d0eff5c8d729371750875fce6b49c8c91fd0cb290eabebe1b3be0474; match=same-object-order-context-match; machineTranslated=false; confidence=high; review=official-source-verified
f5f4525af7a7fafe03fe3868	global:012bbe7f451586c1e1f4	global		ターゲットは3枚のディスクを選択する際に@毎回変更することができます	选择 3 张圆盘时@每次都可以更改目标	present	legacy_unverified_ai_assisted	200	false	i18n/frontend-strings.tsv	416	legacy-claude-ai-assisted	a2fe8becd5d57b825b631fc0f058bf624d7d5e1f	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
6e3849331959f7a604a3da35	global:0130ff0a3a65ce428cc4	global		"よろしいですか？\\x3c/p\\x3e\\x3cp class\\x3d""c_red""\\x3e※現在装備しているメモリアのレンタルを外すと\\x3c/br\\x3e元のメモリアを装備した状態になります。\\x3c/p\\x3e"	"确定吗?\\x3c/p\\x3e\\x3cp class\\x3d""c_red""\\x3e※解除当前装备的记忆结晶的租用后,\\x3c/br\\x3e将恢复为装备原记忆结晶的状态。\\x3c/p\\x3e"	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1099	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
538823db30af6ab0eba0df83	global:0133eb25d799baaa962a	global		メンバー入れ替え	更换成员	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1341	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
816f755852ea690faac90832	global:01479069ebfb151f6d1d	global		BPを回復しました。	BP已回复。	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1010	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
d2dec8c0b2c29f9541beb896	global:015243eeebde6442c79b	global		サポート変更確認	支援变更确认	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1120	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
1369176b110a681bbc2ca1fe	global:017db926e33572247b7d	global		魔力強化	魔力强化	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	438	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
bcf1951449b003745584906a	global:01847e39955e7f41980d	global		有償	付费	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	34	legacy-claude-ai-assisted	792846e76f98796f7660c2a9e468d5e1f6e4ed5b	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
bd43f388cbd96d28720ba6db	global:01ace200efd906fb6d37	global		現在HPの80%	当前HP的80%	present	wiki	400	true	i18n/glossary.tsv	771	wiki-migrated-glossary		migrated Wiki glossary candidate
21fac4ef6b044f2c00a221db	global:01b92f62763738929ddc	global		以下の時間が経過すると、自動で対戦相手が再抽選されます。	经过以下时间后,对战对手将自动重新抽选。	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1430	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
0c85b295fb691333d17c72e2	global:01cece04dbb4bbb8095c	global		静海このは	静海木叶	present	wiki	400	true	i18n/glossary.tsv	932	wiki-migrated-glossary		migrated Wiki glossary candidate
